APT,DATE,PHASE,N_VALID,"(-INF,-60]","(-60,-55]","(-55,-50]","(-50,-45]","(-45,-40]","(-40,-35]","(-35,-30]","(-30,-25]","(-25,-20]","(-20,-15]","(-15,-10]","(-10,-5]","(-5,0]","(0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,INF)",EARLY_M15M05,EARLY_M05M00,LATE_P00P05,LATE_P05P15,WITHIN_M05P05,WITHIN_M15P15
SBBR,2019-01,ARR,5477,2,0,2,2,7,30,63,221,499,791,829,813,642,406,286,217,143,112,76,55,43,35,32,18,24,129,1642,642,406,503,1048,3193
SBBR,2019-02,ARR,4829,2,0,1,3,4,17,48,166,385,599,749,721,532,386,297,207,169,131,79,62,57,29,27,26,22,110,1470,532,386,504,918,2892
SBBR,2019-03,ARR,5137,3,1,0,0,2,21,80,234,497,820,890,756,503,343,239,160,114,94,60,46,36,25,26,29,17,141,1646,503,343,399,846,2891
SBBR,2019-04,ARR,4766,2,1,0,1,3,20,73,186,438,764,861,699,497,337,241,141,98,78,53,42,48,21,20,20,13,109,1560,497,337,382,834,2776
SBBR,2019-05,ARR,4787,0,0,0,0,2,18,86,244,557,852,905,708,508,308,175,117,75,57,27,24,21,11,17,10,8,57,1613,508,308,292,816,2721
SBBR,2019-06,ARR,4397,1,0,1,1,5,21,98,241,489,762,879,633,423,257,177,107,69,61,37,27,22,13,12,4,3,54,1512,423,257,284,680,2476
SBBR,2019-07,ARR,5240,5,0,0,0,5,24,62,195,495,845,967,817,551,404,249,176,110,69,54,50,23,24,21,13,9,72,1784,551,404,425,955,3164
SBBR,2019-08,ARR,4803,3,0,0,2,7,19,53,164,397,674,830,830,592,429,218,162,103,78,58,42,26,25,14,12,9,56,1660,592,429,380,1021,3061
SBBR,2019-09,ARR,4869,1,0,2,5,12,27,61,149,430,704,867,838,567,359,229,152,109,94,73,33,29,22,14,10,12,70,1705,567,359,381,926,3012
SBBR,2019-10,ARR,5194,1,1,3,7,14,13,41,122,371,723,942,891,643,445,283,182,143,86,65,55,21,26,15,12,10,79,1833,643,445,465,1088,3386
SBBR,2019-11,ARR,5195,1,2,5,9,9,21,33,96,248,534,781,843,703,502,344,264,165,135,95,82,56,39,25,13,26,164,1624,703,502,608,1205,3437
SBBR,2019-12,ARR,5305,2,1,3,4,3,17,41,123,272,516,736,783,677,514,348,264,211,160,105,81,83,56,49,39,34,183,1519,677,514,612,1191,3322
SBBR,2020-01,ARR,5524,3,1,7,2,8,20,41,108,359,645,768,823,748,559,438,262,198,116,95,57,44,22,25,14,18,143,1591,748,559,700,1307,3598
SBBR,2020-02,ARR,4789,5,4,2,9,6,25,39,123,339,609,786,754,609,430,271,193,132,107,71,39,35,21,25,19,17,119,1540,609,430,464,1039,3043
SBBR,2020-03,ARR,3739,1,0,8,4,13,15,38,149,325,597,677,659,470,253,139,102,66,42,39,13,17,10,9,9,5,79,1336,470,253,241,723,2300
SBBR,2020-04,ARR,286,5,0,0,0,0,5,15,32,42,39,42,25,23,14,9,4,6,1,5,0,5,2,1,3,2,6,67,23,14,13,37,117
SBBR,2020-05,ARR,340,1,0,0,1,2,1,9,14,33,39,55,45,37,26,17,18,11,8,10,3,2,1,0,0,1,6,100,37,26,35,63,198
SBBR,2020-06,ARR,589,0,0,0,0,0,0,6,29,70,74,98,91,83,47,32,15,12,1,2,11,1,1,0,3,0,13,189,83,47,47,130,366
SBBR,2020-07,ARR,1255,1,0,0,1,0,9,32,91,198,245,224,196,108,47,30,22,13,5,6,3,4,1,1,5,2,11,420,108,47,52,155,627
SBBR,2020-08,ARR,1831,0,0,0,1,1,3,18,79,198,346,388,312,207,111,53,29,17,15,14,7,2,6,2,3,0,19,700,207,111,82,318,1100
SBBR,2020-09,ARR,2498,0,0,0,0,0,5,20,73,234,467,570,472,309,152,71,38,19,14,9,10,7,2,8,2,2,14,1042,309,152,109,461,1612
SBBR,2020-10,ARR,3135,1,0,0,1,3,7,26,114,287,513,681,569,373,217,115,68,36,27,18,14,12,9,4,2,2,36,1250,373,217,183,590,2023
SBBR,2020-11,ARR,3090,1,0,0,0,0,7,30,95,263,396,516,509,408,269,189,115,71,63,34,29,22,14,8,11,4,36,1025,408,269,304,677,2006
SBBR,2020-12,ARR,3708,0,0,1,1,4,19,51,151,388,609,699,594,417,239,169,93,54,58,35,27,16,16,12,9,5,41,1293,417,239,262,656,2211
SBBR,2021-01,ARR,3693,3,0,0,1,2,11,63,220,443,683,686,561,361,211,131,86,60,49,29,23,16,8,6,8,5,27,1247,361,211,217,572,2036
SBBR,2021-02,ARR,2778,1,0,0,0,2,15,56,144,341,515,583,410,260,154,77,62,40,22,16,14,15,11,9,2,3,26,993,260,154,139,414,1546
SBBR,2021-03,ARR,2400,0,0,0,0,2,10,54,138,340,532,512,351,225,90,48,21,16,10,16,6,4,3,0,3,3,16,863,225,90,69,315,1247
SBBR,2021-04,ARR,1688,1,0,2,3,7,12,33,109,222,362,388,251,131,58,34,19,17,8,7,3,1,2,6,0,2,10,639,131,58,53,189,881
SBBR,2021-05,ARR,2336,0,2,2,7,2,13,44,118,251,447,489,407,276,116,59,27,19,11,10,4,1,2,2,7,0,20,896,276,116,86,392,1374
SBBR,2021-06,ARR,2688,0,0,2,1,2,5,13,104,250,471,590,535,326,171,78,47,24,8,14,5,3,4,2,3,3,27,1125,326,171,125,497,1747
SBBR,2021-07,ARR,3497,1,0,0,1,3,13,41,143,368,614,761,589,404,213,121,68,36,28,16,15,9,10,4,7,4,28,1350,404,213,189,617,2156
SBBR,2021-08,ARR,3603,1,0,0,0,2,8,32,129,346,631,762,734,402,210,113,54,49,33,21,8,12,11,7,4,5,29,1496,402,210,167,612,2275
SBBR,2021-09,ARR,3846,0,0,0,0,0,4,21,129,366,722,839,664,450,252,129,75,49,41,16,17,14,7,6,5,8,32,1503,450,252,204,702,2409
SBBR,2021-10,ARR,4021,1,0,0,0,3,3,16,88,295,617,822,765,517,302,169,97,72,57,42,19,21,8,10,7,8,82,1587,517,302,266,819,2672
SBBR,2021-11,ARR,4254,1,0,0,1,3,2,23,95,268,517,686,716,553,404,258,196,115,98,57,48,26,32,22,19,15,99,1402,553,404,454,957,2813
SBBR,2021-12,ARR,4703,1,0,0,0,4,12,59,134,270,464,706,712,624,454,308,197,186,141,81,71,46,38,35,26,11,123,1418,624,454,505,1078,3001
SBBR,2022-01,ARR,4572,3,0,1,2,13,15,39,124,371,692,824,707,519,363,226,166,125,85,60,46,25,23,17,11,17,98,1531,519,363,392,882,2805
SBBR,2022-02,ARR,3509,0,0,0,2,8,16,43,172,363,582,727,593,374,222,124,87,59,33,26,8,18,10,5,3,3,31,1320,374,222,211,596,2127
SBBR,2022-03,ARR,3871,1,1,1,0,4,12,35,159,416,712,817,644,381,239,146,78,53,39,30,10,14,12,10,6,4,47,1461,381,239,224,620,2305
SBBR,2022-04,ARR,3539,0,0,0,0,1,4,34,123,301,561,713,605,410,257,162,91,61,56,28,34,14,16,12,3,4,49,1318,410,257,253,667,2238
SBBR,2022-05,ARR,3922,1,0,0,4,5,11,27,114,261,514,715,680,559,369,192,141,80,61,41,27,17,13,17,12,7,54,1395,559,369,333,928,2656
SBBR,2022-06,ARR,3742,4,0,0,0,0,9,21,112,288,562,730,679,496,294,188,91,59,67,29,24,17,16,9,7,5,35,1409,496,294,279,790,2478
SBBR,2022-07,ARR,4608,0,0,0,0,3,3,25,81,245,555,953,825,680,423,240,155,109,72,48,40,23,21,18,9,10,70,1778,680,423,395,1103,3276
SBBR,2022-08,ARR,4453,0,0,0,1,4,7,12,70,217,502,762,852,598,447,271,212,128,96,64,49,39,28,13,9,10,62,1614,598,447,483,1045,3142
SBBR,2022-09,ARR,4324,0,0,0,1,0,1,15,97,237,554,739,777,588,400,244,174,127,95,46,51,40,15,19,15,17,72,1516,588,400,418,988,2922
SBBR,2022-10,ARR,4482,0,0,0,0,1,1,25,82,250,574,782,817,566,402,265,170,123,83,57,55,41,25,32,14,14,103,1599,566,402,435,968,3002
SBBR,2022-11,ARR,4484,0,0,0,0,1,5,23,70,246,379,608,667,587,476,336,250,152,137,89,75,70,51,39,44,27,152,1275,587,476,586,1063,2924
SBBR,2022-12,ARR,4754,1,0,0,0,2,3,18,76,238,509,687,716,576,434,337,231,189,143,121,84,62,51,36,33,25,182,1403,576,434,568,1010,2981
SBBR,2023-01,ARR,4684,0,0,0,0,1,0,17,79,267,514,718,734,614,497,319,213,143,128,77,75,51,44,32,21,15,125,1452,614,497,532,1111,3095
SBBR,2023-02,ARR,4085,2,0,0,0,0,2,10,76,223,477,698,714,533,357,245,149,129,95,68,62,39,32,33,22,18,101,1412,533,357,394,890,2696
SBBR,2019-01,DEP,5513,2,0,0,0,0,3,2,0,0,8,247,1146,1491,874,553,314,235,173,106,71,63,47,32,13,14,119,1393,1491,874,867,2365,4625
SBBR,2019-02,DEP,4822,1,0,0,0,0,0,1,1,1,8,188,914,1317,760,468,332,188,154,103,84,76,49,19,27,25,106,1102,1317,760,800,2077,3979
SBBR,2019-03,DEP,5147,2,0,1,0,0,0,0,1,0,14,315,1263,1371,752,391,251,178,102,83,61,59,41,39,25,24,174,1578,1371,752,642,2123,4343
SBBR,2019-04,DEP,4773,0,0,0,1,0,0,1,1,0,16,286,1219,1359,674,379,204,154,111,60,51,44,34,26,25,12,116,1505,1359,674,583,2033,4121
SBBR,2019-05,DEP,4801,0,0,0,1,0,0,1,0,1,17,422,1534,1284,659,313,160,131,66,43,25,23,15,14,9,15,68,1956,1284,659,473,1943,4372
SBBR,2019-06,DEP,4429,0,0,0,0,1,0,1,0,0,25,404,1379,1214,562,284,174,109,70,61,32,21,15,14,7,3,53,1783,1214,562,458,1776,4017
SBBR,2019-07,DEP,5256,2,0,0,0,0,1,0,2,1,8,288,1467,1527,746,376,255,139,129,86,49,42,19,15,14,7,83,1755,1527,746,631,2273,4659
SBBR,2019-08,DEP,4816,0,0,0,0,1,1,1,0,2,9,334,1412,1340,620,335,204,153,96,60,68,38,31,23,13,9,66,1746,1340,620,539,1960,4245
SBBR,2019-09,DEP,4861,0,0,0,0,2,0,0,0,0,16,293,1340,1392,661,360,232,139,104,75,55,35,32,23,13,15,74,1633,1392,661,592,2053,4278
SBBR,2019-10,DEP,5206,1,0,0,0,0,0,0,1,2,22,306,1256,1396,771,462,284,193,140,105,59,40,22,27,11,15,93,1562,1396,771,746,2167,4475
SBBR,2019-11,DEP,5203,10,3,0,1,1,0,0,0,0,6,172,841,1276,840,565,387,269,222,136,97,67,55,42,32,17,164,1013,1276,840,952,2116,4081
SBBR,2019-12,DEP,5275,1,0,0,0,0,0,0,0,1,9,193,872,1269,771,544,357,280,195,155,114,71,83,59,55,30,216,1065,1269,771,901,2040,4006
SBBR,2020-01,DEP,5555,0,0,0,0,0,0,0,0,0,19,306,1074,1389,854,540,382,284,188,125,97,49,47,43,20,20,118,1380,1389,854,922,2243,4545
SBBR,2020-02,DEP,4783,0,0,0,0,0,1,0,0,0,20,278,1113,1293,728,396,264,177,119,96,57,47,22,20,20,14,118,1391,1293,728,660,2021,4072
SBBR,2020-03,DEP,3717,0,0,0,0,0,0,0,0,2,23,370,1221,944,436,247,137,88,59,38,35,21,16,14,6,8,52,1591,944,436,384,1380,3355
SBBR,2020-04,DEP,282,0,0,0,0,0,0,0,0,0,8,64,79,54,21,12,9,7,2,2,2,4,2,1,3,1,11,143,54,21,21,75,239
SBBR,2020-05,DEP,347,1,0,0,0,0,0,1,1,1,6,61,116,69,19,23,8,13,4,10,2,4,1,0,0,0,7,177,69,19,31,88,296
SBBR,2020-06,DEP,592,0,0,0,0,0,0,0,0,1,9,114,216,150,29,23,8,12,7,7,2,4,0,0,0,0,10,330,150,29,31,179,540
SBBR,2020-07,DEP,1256,1,0,0,0,0,0,0,1,2,17,260,474,263,114,49,15,22,7,8,3,2,1,4,2,1,10,734,263,114,64,377,1175
SBBR,2020-08,DEP,1825,0,0,0,0,0,0,0,0,1,17,237,679,496,191,79,44,14,12,17,4,4,2,3,3,6,16,916,496,191,123,687,1726
SBBR,2020-09,DEP,2490,0,0,1,0,0,0,0,0,0,13,233,715,793,349,148,84,47,35,27,12,7,6,4,1,2,13,948,793,349,232,1142,2322
SBBR,2020-10,DEP,3150,0,0,0,0,1,0,1,3,2,15,335,922,891,405,208,117,78,57,25,24,15,8,5,1,1,36,1257,891,405,325,1296,2878
SBBR,2020-11,DEP,3076,1,0,0,0,0,0,0,0,1,5,190,694,854,485,265,199,122,71,50,29,14,15,12,11,4,54,884,854,485,464,1339,2687
SBBR,2020-12,DEP,3684,0,0,1,0,1,1,1,0,3,9,186,853,980,610,368,217,143,95,74,36,25,12,15,5,9,40,1039,980,610,585,1590,3214
SBBR,2021-01,DEP,3685,0,0,0,0,0,1,0,1,1,25,268,1084,1078,496,270,156,99,56,44,30,12,9,10,9,4,32,1352,1078,496,426,1574,3352
SBBR,2021-02,DEP,2731,0,0,0,0,0,0,1,0,2,17,260,1034,770,274,135,76,46,25,25,7,12,12,6,6,2,21,1294,770,274,211,1044,2549
SBBR,2021-03,DEP,2358,0,0,0,0,0,1,0,1,2,17,256,975,715,197,74,38,21,12,10,6,5,5,5,0,2,16,1231,715,197,112,912,2255
SBBR,2021-04,DEP,1702,2,1,0,0,0,0,0,0,1,15,158,698,517,148,57,29,19,15,10,7,5,3,2,1,1,13,856,517,148,86,665,1607
SBBR,2021-05,DEP,2318,1,0,0,1,1,1,0,0,0,10,173,909,777,199,93,65,27,14,7,6,4,4,3,3,3,17,1082,777,199,158,976,2216
SBBR,2021-06,DEP,2628,0,0,0,0,1,0,1,0,0,13,186,978,938,265,96,48,30,16,6,8,8,4,5,2,3,20,1164,938,265,144,1203,2511
SBBR,2021-07,DEP,3468,0,0,0,0,0,1,1,0,2,11,225,1346,1090,375,143,81,54,26,16,10,15,9,4,8,6,45,1571,1090,375,224,1465,3260
SBBR,2021-08,DEP,3594,1,0,0,0,0,1,1,0,1,13,240,1329,1168,379,158,107,57,35,20,12,17,11,4,8,2,30,1569,1168,379,265,1547,3381
SBBR,2021-09,DEP,3912,0,0,0,0,0,0,1,1,0,10,196,1180,1334,582,233,103,82,55,27,24,17,7,11,11,3,35,1376,1334,582,336,1916,3628
SBBR,2021-10,DEP,4101,0,0,0,0,0,0,0,2,0,5,164,987,1364,642,307,205,101,68,46,40,26,27,10,9,12,86,1151,1364,642,512,2006,3669
SBBR,2021-11,DEP,4265,1,0,0,0,1,2,1,1,0,5,136,854,1251,677,389,263,171,127,86,51,37,39,32,18,10,113,990,1251,677,652,1928,3570
SBBR,2021-12,DEP,4735,0,0,1,0,0,1,0,3,3,5,113,869,1230,707,461,292,201,180,142,99,98,58,48,44,18,162,982,1230,707,753,1937,3672
SBBR,2022-01,DEP,4585,3,0,0,0,0,0,0,1,1,5,171,1166,1311,615,402,270,160,106,85,54,34,34,24,22,17,104,1337,1311,615,672,1926,3935
SBBR,2022-02,DEP,3504,1,0,0,0,0,1,1,0,1,2,160,1170,1167,445,220,111,63,42,33,18,11,3,8,9,4,34,1330,1167,445,331,1612,3273
SBBR,2022-03,DEP,3876,0,0,0,0,0,0,0,1,0,10,194,1439,1289,427,177,97,62,44,27,22,19,11,10,7,5,35,1633,1289,427,274,1716,3623
SBBR,2022-04,DEP,3550,0,0,0,0,0,1,0,0,1,16,165,1070,1091,499,195,158,97,78,45,35,23,19,11,10,4,32,1235,1091,499,353,1590,3178
SBBR,2022-05,DEP,3914,1,0,0,1,0,0,1,0,0,9,168,1312,1216,497,244,141,95,46,37,34,20,10,7,11,8,56,1480,1216,497,385,1713,3578
SBBR,2022-06,DEP,3737,3,0,0,0,2,2,3,2,1,10,134,1311,1204,457,212,124,84,51,23,19,22,19,10,8,4,32,1445,1204,457,336,1661,3442
SBBR,2022-07,DEP,4625,0,0,0,0,1,1,2,1,3,4,134,1194,1399,763,430,215,139,97,62,39,30,22,16,9,12,52,1328,1399,763,645,2162,4135
SBBR,2022-08,DEP,4468,0,0,0,0,0,0,2,2,0,12,145,1160,1365,681,350,238,133,112,64,58,37,22,13,14,3,57,1305,1365,681,588,2046,3939
SBBR,2022-09,DEP,4328,0,0,0,0,0,2,3,1,0,11,173,1137,1320,651,340,222,135,83,59,34,29,18,19,14,18,59,1310,1320,651,562,1971,3843
SBBR,2022-10,DEP,4486,0,0,1,1,4,2,4,2,2,19,166,1153,1363,609,341,213,160,100,86,65,33,25,20,19,9,89,1319,1363,609,554,1972,3845
SBBR,2022-11,DEP,4415,0,0,0,0,0,0,0,2,1,13,97,785,1214,655,405,281,188,155,113,93,86,58,53,32,15,169,882,1214,655,686,1869,3437
SBBR,2022-12,DEP,4671,1,0,0,0,0,0,0,1,1,11,110,914,1173,660,433,321,213,176,133,98,73,54,44,30,32,193,1024,1173,660,754,1833,3611
SBBR,2023-01,DEP,4638,2,0,0,0,0,0,0,3,2,13,116,922,1351,673,374,268,205,147,108,87,71,71,41,37,20,127,1038,1351,673,642,2024,3704
SBBR,2023-02,DEP,4106,1,0,0,0,0,0,1,1,4,17,175,1024,1256,540,308,188,136,92,86,59,38,32,31,22,13,82,1199,1256,540,496,1796,3491
SBCF,2019-01,ARR,4185,0,0,0,1,2,0,15,47,182,463,684,673,610,406,291,192,151,95,68,60,38,34,27,23,16,107,1357,610,406,483,1016,2856
SBCF,2019-02,ARR,3774,0,0,0,1,3,3,9,45,122,345,579,595,535,375,287,220,144,110,74,64,48,33,33,37,14,98,1174,535,375,507,910,2591
SBCF,2019-03,ARR,3983,0,0,0,2,2,6,18,78,241,529,723,687,486,339,219,147,105,69,49,41,36,24,17,16,21,128,1410,486,339,366,825,2601
SBCF,2019-04,ARR,3832,0,0,0,0,0,2,19,70,227,451,641,630,525,371,246,194,107,69,54,45,33,18,11,12,15,92,1271,525,371,440,896,2607
SBCF,2019-05,ARR,3991,2,0,3,1,1,2,16,85,317,565,732,686,554,309,200,122,78,68,49,33,20,22,15,8,14,89,1418,554,309,322,863,2603
SBCF,2019-06,ARR,3951,0,0,0,0,0,2,23,88,261,510,733,683,587,352,215,131,78,49,48,37,32,21,19,12,8,62,1416,587,352,346,939,2701
SBCF,2019-07,ARR,4492,0,0,0,0,1,5,11,87,252,518,825,829,581,417,268,179,144,85,61,51,34,23,24,12,9,76,1654,581,417,447,998,3099
SBCF,2019-08,ARR,4276,0,0,0,0,2,3,14,69,222,454,684,754,645,473,318,211,109,79,55,38,31,26,12,13,7,57,1438,645,473,529,1118,3085
SBCF,2019-09,ARR,4104,0,0,0,1,3,3,12,61,194,413,616,678,622,420,302,178,147,108,63,54,46,28,25,18,11,101,1294,622,420,480,1042,2816
SBCF,2019-10,ARR,4263,0,0,0,0,0,2,9,51,166,397,602,704,626,489,311,215,155,118,87,64,52,35,25,18,13,124,1306,626,489,526,1115,2947
SBCF,2019-11,ARR,3981,0,0,0,1,2,3,9,53,145,334,527,626,622,472,279,203,168,129,100,58,43,26,32,16,17,116,1153,622,472,482,1094,2729
SBCF,2019-12,ARR,4245,0,0,0,1,1,1,11,61,149,319,554,677,584,466,338,262,195,114,95,86,55,52,29,26,23,146,1231,584,466,600,1050,2881
SBCF,2020-01,ARR,4429,10,5,2,1,6,4,20,72,201,400,584,710,642,430,308,245,166,127,86,68,64,53,26,31,27,141,1294,642,430,553,1072,2919
SBCF,2020-02,ARR,3814,1,0,2,2,1,9,20,72,253,532,647,592,480,310,217,163,94,89,61,53,28,28,30,26,18,86,1239,480,310,380,790,2409
SBCF,2020-03,ARR,2858,0,0,1,2,5,6,19,93,268,447,555,494,333,213,112,88,49,34,18,17,15,15,11,8,8,47,1049,333,213,200,546,1795
SBCF,2020-04,ARR,297,0,0,0,0,0,1,3,17,34,46,35,40,31,24,18,17,9,1,4,2,0,1,0,1,1,12,75,31,24,35,55,165
SBCF,2020-05,ARR,359,0,0,0,0,0,1,7,21,40,63,60,57,36,15,13,6,2,9,3,2,3,1,0,0,1,19,117,36,15,19,51,187
SBCF,2020-06,ARR,457,1,0,0,0,1,4,2,30,65,85,76,80,44,13,12,14,7,3,3,4,1,1,1,0,1,9,156,44,13,26,57,239
SBCF,2020-07,ARR,716,1,0,0,0,3,5,11,43,115,146,135,89,66,26,17,13,8,6,4,1,0,2,1,0,1,23,224,66,26,30,92,346
SBCF,2020-08,ARR,1043,1,0,1,0,1,4,19,76,154,187,225,153,98,40,29,11,11,2,6,1,1,1,0,2,3,17,378,98,40,40,138,556
SBCF,2020-09,ARR,1361,0,0,0,1,0,4,5,49,124,238,265,273,172,88,46,32,24,6,6,3,3,3,2,2,1,14,538,172,88,78,260,876
SBCF,2020-10,ARR,1819,2,0,0,0,0,2,7,56,153,290,386,320,229,131,81,61,22,15,9,11,9,5,6,1,3,20,706,229,131,142,360,1208
SBCF,2020-11,ARR,2236,0,0,0,0,0,1,11,36,146,301,363,390,273,221,128,94,68,55,29,23,11,13,9,8,9,47,753,273,221,222,494,1469
SBCF,2020-12,ARR,2749,0,0,0,0,1,5,10,69,222,399,480,455,334,222,146,114,50,51,35,33,21,14,15,9,13,51,935,334,222,260,556,1751
SBCF,2021-01,ARR,3035,2,1,0,0,0,3,23,96,239,474,608,516,370,226,138,88,65,45,21,20,20,5,4,7,11,53,1124,370,226,226,596,1946
SBCF,2021-02,ARR,2129,1,0,0,0,1,2,10,62,199,408,433,357,263,141,80,57,24,15,16,11,10,6,3,8,4,18,790,263,141,137,404,1331
SBCF,2021-03,ARR,2161,0,0,0,1,1,1,10,81,242,409,508,348,229,126,59,45,18,20,14,10,4,5,3,3,2,22,856,229,126,104,355,1315
SBCF,2021-04,ARR,1683,0,0,2,2,2,3,15,65,181,338,428,277,155,67,43,32,23,10,6,6,8,3,0,1,3,13,705,155,67,75,222,1002
SBCF,2021-05,ARR,1932,0,2,1,4,0,5,23,63,192,361,459,355,199,123,47,23,20,9,12,5,6,5,4,2,0,12,814,199,123,70,322,1206
SBCF,2021-06,ARR,2127,0,0,1,1,3,7,11,49,171,323,461,415,281,153,102,55,26,19,10,4,4,8,4,4,1,14,876,281,153,157,434,1467
SBCF,2021-07,ARR,2775,0,0,1,2,1,4,6,55,184,468,598,531,366,195,115,73,46,23,22,12,17,5,7,3,7,34,1129,366,195,188,561,1878
SBCF,2021-08,ARR,2816,2,0,0,0,2,5,18,79,221,547,704,517,308,152,87,45,30,17,11,5,9,7,5,4,5,36,1221,308,152,132,460,1813
SBCF,2021-09,ARR,2974,0,0,0,1,2,1,13,55,248,498,682,601,323,205,101,66,44,31,19,15,9,7,8,5,4,36,1283,323,205,167,528,1978
SBCF,2021-10,ARR,3055,2,1,1,0,3,0,9,46,171,403,599,581,386,274,165,107,64,56,31,32,19,17,8,7,11,62,1180,386,274,272,660,2112
SBCF,2021-11,ARR,2938,0,0,0,0,3,2,4,29,110,277,475,497,387,304,186,147,111,78,47,41,41,18,17,19,10,135,972,387,304,333,691,1996
SBCF,2021-12,ARR,3618,0,0,0,1,0,2,8,34,94,339,523,568,484,395,293,201,149,113,78,77,42,33,36,26,16,106,1091,484,395,494,879,2464
SBCF,2022-01,ARR,3427,1,0,2,0,1,5,12,28,105,308,546,581,500,359,242,179,130,99,55,57,40,35,21,16,16,89,1127,500,359,421,859,2407
SBCF,2022-02,ARR,2769,0,0,0,0,0,2,11,47,189,508,617,484,378,181,113,61,45,37,23,12,12,8,6,5,3,27,1101,378,181,174,559,1834
SBCF,2022-03,ARR,3242,1,1,0,1,0,5,15,62,255,573,699,626,409,199,127,70,52,33,21,15,11,13,5,6,5,38,1325,409,199,197,608,2130
SBCF,2022-04,ARR,3380,2,0,0,0,2,3,18,59,259,562,705,652,426,243,113,101,58,35,32,15,17,7,14,5,5,47,1357,426,243,214,669,2240
SBCF,2022-05,ARR,3722,0,0,1,0,1,2,18,74,254,557,758,688,517,288,153,96,69,48,26,29,19,20,14,5,9,76,1446,517,288,249,805,2500
SBCF,2022-06,ARR,3596,1,0,0,2,0,3,13,86,286,556,764,659,463,262,154,90,66,40,29,24,17,11,12,12,2,44,1423,463,262,244,725,2392
SBCF,2022-07,ARR,4102,0,0,0,0,2,8,23,95,252,510,846,799,512,344,212,140,98,60,42,31,22,16,11,13,7,59,1645,512,344,352,856,2853
SBCF,2022-08,ARR,3896,0,0,0,1,0,5,27,69,217,533,781,685,501,306,253,141,94,59,53,37,23,23,18,7,4,59,1466,501,306,394,807,2667
SBCF,2022-09,ARR,3813,0,0,0,1,1,2,13,63,241,561,746,680,486,283,192,147,91,66,37,41,25,14,17,9,13,84,1426,486,283,339,769,2534
SBCF,2022-10,ARR,4010,0,0,1,1,2,5,15,82,231,540,762,736,482,315,235,143,104,74,55,39,25,29,27,9,10,88,1498,482,315,378,797,2673
SBCF,2022-11,ARR,3741,0,0,0,1,3,7,15,43,166,383,566,644,538,358,247,155,125,90,65,61,46,41,30,22,19,116,1210,538,358,402,896,2508
SBCF,2022-12,ARR,3997,0,0,0,0,0,4,7,47,131,384,610,666,539,364,288,205,144,106,84,72,58,47,31,25,24,161,1276,539,364,493,903,2672
SBCF,2023-01,ARR,3985,1,0,0,0,0,2,6,44,151,347,561,679,594,440,301,203,150,98,79,54,53,34,29,23,19,117,1240,594,440,504,1034,2778
SBCF,2023-02,ARR,3581,0,0,0,0,1,1,10,47,146,354,599,626,476,337,227,173,129,88,81,52,37,36,24,13,21,103,1225,476,337,400,813,2438
SBCF,2019-01,DEP,4184,5,1,0,0,0,0,0,0,1,8,91,651,1178,803,422,256,191,117,90,67,49,40,32,37,22,123,742,1178,803,678,1981,3401
SBCF,2019-02,DEP,3798,4,0,0,0,0,0,2,1,1,7,83,560,965,666,424,241,196,140,94,71,58,50,32,27,31,145,643,965,666,665,1631,2939
SBCF,2019-03,DEP,3998,0,0,0,0,0,0,0,1,0,13,140,831,1140,713,348,200,144,77,65,47,37,35,24,26,13,144,971,1140,713,548,1853,3372
SBCF,2019-04,DEP,3860,0,0,1,0,0,0,0,0,2,5,77,643,1100,726,397,255,169,111,80,45,36,37,32,12,8,124,720,1100,726,652,1826,3198
SBCF,2019-05,DEP,4020,1,0,0,0,0,0,0,0,1,7,115,847,1181,728,370,191,124,83,62,36,42,32,34,24,13,129,962,1181,728,561,1909,3432
SBCF,2019-06,DEP,3975,0,1,0,0,0,0,0,0,0,3,76,801,1174,822,404,204,132,79,48,51,22,25,24,19,14,76,877,1174,822,608,1996,3481
SBCF,2019-07,DEP,4508,2,0,0,0,0,0,1,0,0,6,58,686,1278,1004,515,318,180,114,72,59,45,34,28,15,14,79,744,1278,1004,833,2282,3859
SBCF,2019-08,DEP,4283,0,0,0,0,0,0,0,0,1,3,109,889,1327,761,452,210,139,103,64,40,31,22,19,20,10,83,998,1327,761,662,2088,3748
SBCF,2019-09,DEP,4125,0,0,0,0,0,0,0,1,3,5,107,835,1249,611,361,263,161,121,91,49,46,32,27,26,16,121,942,1249,611,624,1860,3426
SBCF,2019-10,DEP,4269,0,0,0,1,0,0,0,0,0,3,85,768,1228,709,428,267,208,111,85,67,53,40,30,30,15,141,853,1228,709,695,1937,3485
SBCF,2019-11,DEP,3988,0,1,0,0,0,1,0,0,1,1,115,773,1099,628,371,234,168,121,100,65,47,44,29,20,17,153,888,1099,628,605,1727,3220
SBCF,2019-12,DEP,4260,0,0,0,0,0,0,0,0,0,8,89,663,1043,714,488,336,217,156,112,66,57,60,38,25,29,159,752,1043,714,824,1757,3333
SBCF,2020-01,DEP,4468,8,3,1,0,1,0,0,0,0,9,118,750,1149,731,453,305,226,152,113,80,65,36,45,33,27,163,868,1149,731,758,1880,3506
